movieId,keywords
38376,"paris, female nudity, prostitute, nightclub, striptease, ice skating, voyeur, woman director, drunkeness"
1729,"tempel, shaolin, teenager, urination, staff, warrior, monkey king"
9017,"bunker, nazis, eastern europe, mercenary, revelation, super soldier, trap, blood, zombie, violence, occult, ex soldier"
1810,"usa president, mexican revolution, presidential election, peasant"
8780,"pregnancy and birth, surrogate mother"
26232,"revolution, cultural revolution, friendship, cuban revolution, woman director"
8617,"aunt, remake, blood on shirt, slasher, death of family, masturbation, kicked in the face, renovation, black stereotype, chest"
6967,"switzerland, kenia, massai, hut, woman director"
1726,"middle east, arms dealer, malibu, marvel comic, superhero, based on comic, tony stark, iron man, aftercreditsstinger, marvel cinematic universe, counter terrorism, agent coulson"
8681,"paris, kidnapping, human trafficking, rescue, prostitution, albanian, missing daughter, ex cia agent"
3014,"berlin, postwar period, british, falling in love, brit noir"
43822,"miner, trade union, social commentary"
2454,"based on novel, fictional place, brother sister relationship, lion, human being, wretch, leap in time, matter of life and death, faith, uncle, narnia, fantasy world"
217,"saving the world, riddle, whip, treasure, mexico city, leather jacket, machinegun, alien phenomenons, maya civilization, peru, treasure hunt, nuclear explosion, refrigerator, archaeologist, indiana jones, archeology "
4564,"city portrait, hotel, new year's eve, forgiveness, fashion journal, saint louis, fashion designer, malibu, loss of libido, botox, couples therapy, best friend, fashion, child wish"
26119,"rape, posse, dead horse, canteen, carcass"
4857,"male friendship, tresorknacker, intrigue"
37626,"based on novel, swimming pool, shootout, surprise ending, gunfight, writer, machine gun, elevator shaft, beverly hills"
72609,"captain, riverboat"
3687,"earth, interior of the earth, kaiser wang, parody, erotic movie"
2982,"central and south america, professor, dinosaur"
31742,"job, corporation, college graduate"
8645,"tree, natural disaster, crisis, park, strange behavior"
1724,"new york, rio de janeiro, marvel comic, superhero, based on comic, on the run, fugitive, super soldier, tony stark, virginia, military, hulk, marvel cinematic universe, angry, bruce banner"
5759,"mumblecore, mumblegore"
8909,"assassin, loss of father, secret society, mission of murder, revenge"
8960,"flying, alcohol, love of one's life, forbidden love, lovers, affection, advertising expert, alcoholism, invulnerability, superhero, pokies, duringcreditsstinger"
1938,"love triangle, ambulance, court case, gas, step mother, ambulance man, emergency doctor, classic noir, drive over cliff, double jeopardy"
26354,
27509,silent film
26302,independent film
32263,stand-up comedy
27506,"magic, silent film"
78321,
45512,"cowboy, money belt, rotunda, wrapped in a towel, expenses"
8359,"cincinnati, woman director"
80659,
72163,gunman
31658,"wyatt earp, doc holliday, revenge, western town, bar shootout"
8847,"prison, prisoner, jail guard, prison cell, bagdad, iraq, photography, detention camp, torture, soldier, humiliation"
43869,"little girl, army colonel, auld lang syne"
8265,"clock tower, jealousy, cheating, provence, lie, southern france, postman, flush, mama's boy, bias, local speciality, job transfer, northern france, disabled, dialect"
42718,"pornography, sex, movie in movie, japanese new wave"
428,"holiday, responsability, sailboat, sense of guilt, becoming an adult, puberty, sailing trip, schleswig-holstein, summer residence, youngster, anti-authoritarian upbringing, youth, family, family holiday, baltic sea"
9010,"opera, migraine, salzburg, cannabis, murder, soccer, catholic school, catholic priest"
68259,centro de capacitación cinematográfica (ccc)
4966,lithuania
572,"sex, nudity, fantasy, seduction, girlfriend, cult, murder, surrealism, neighbor, break-up, violence, bdsm, voyeur, mystical"
6687,"china, married couple, backpacker, firearm, police, travel, snow, blood, cowardliness, train, drug, killer, siberia, moscow, trans-siberian railway"
2002,"love triangle, loss of lover, lover (female), ancien régime, aristocrat, woman director"
32666,
8836,"extraterrestrial technology, fbi, alien, fbi agent, duringcreditsstinger"
70846,camera
117129,
4140,"underdog, himalaya, mountain, blindness and impaired vision, tibet, mountaineer, himalaja, climbing, teacher, snow, student, woman director, mount everest"
1735,
5038,"barcelona spain, menage a trois, author"
1661,"farewell, intensive care, kicker, stetson, elvis, friendship, road movie"
2012,"mexico, village life, family's daily life, courtly life, peasant, mennonites, independent film, parallel world"
155796,
7446,"film making, satire, jungle, movie star, southeast asia, land mine, shackles, war filmmaking, duringcreditsstinger, blackface, method acting"
8885,"israel, palestine, middle east, lebanon, nightmare, middle east conflict"
5592,"weather forecast, tv station, career, wife, rivalry, wealth, author, wedding, extramarital affair"
43389,
4944,"blackmail, paranoia, fitness-training, plastic surgery, autobiography, memory, corpse, divorce, gym, disc, ex priest"
85574,prisoners of war
102305,farm worker
26431,"plutonium, russia, black market, nuclear radiation, terminal illness"
43177,lassie
3865,"prison, brother brother relationship, father son relationship, love of one's life, impotence, apoplectic stroke, gate keeper, pregnancy"
25795,pickpocket
3,"salesclerk, helsinki, garbage, independent film"
8908,"sport, professional soccer player, soccer"
4998,"ukraine, pflegeheim, exploitation, independent film, teacher, sexual violence, unsimulated sex, illegal prostitution, unemployment, emigrant"
3041,"sex, hotel room, secret, flirt, violent husband, one-night stand, bed, striptease, falling in love"
71139,
47721,
1984,"based on novel, television, future, dystopia, big brother, totalitarianism"
50011,anger
822,"suicide, servant, loss of family, country estate, country house, bankrupt, music lover, teacher"
8882,"money delivery, gang war, power, mafia boss, camorra, gang, drug, criminal, fashion, financial transactions"
3097,
4960,"new york, man-woman relation, writer"
32620,"private detective, lew harper"
2397,"spaceman, infiltration, space centre"
25741,"holiday, christmas"
69299,
30977,tom sawyer
8338,"fight, blindness and impaired vision, asylum, leader, society, eye specialist, uprising, doomsday, plague"
3580,"corruption, mother, nudity, minister, power, public, government, police, reunion, murder, conspiracy, los angeles, missing, mother love, criticism"
4701,"french revolution, guillotine"
8938,anthology
2588,"madrid, life planning, hypnosis, arts and culture, ibiza, youth"
52561,"mistaken identity, screwball comedy, milquetoast"
4627,"apprentice, mill, middle ages, raven"
49355,
8892,"christmas party, banishment, family secrets, transplant, bone marrow transplant"
111759,
8905,"istanbul, hit-and-run driving , family relationships, cheat on husband"
3520,"officer, nato, extramarital affair"
8841,"paris, socially deprived family, literature, illegal immigration, immigrant, education, boredom, class society, violence in schools, republicanism, diversity, teacher, school, school life, teachers and students"
6972,"missionary, world war ii, ranch, australia, british, racist, cattle drive, aftercreditsstinger, stampede, waltzing matilda, trampled to death"
32862,"nazis, mad scientist, zombie"
8966,"soulmates, vampire, forbidden love, immortality, trust, desire, duringcreditsstinger, woman director, interspecies romance, based on young adult novel, fang vamp"
2574,"free love, daily life, car breakdown, women's sexual identity, self-awareness, self-discovery, seduction, selbf-doubt, lover, moonlight, independent film"
1964,"barcelona spain, love triangle, airport, car race, stewardess, insurance salesman, basement garage, friendship"
116973,
8881,che guevara
8880,"biography, che guevara, bolivian army, la paz, bolivia"
25852,independent film
8055,"germany, war crimes, trial, female prisoner, teenager, law student, teenage sexuality, older woman younger man relationship, teenage sex, affair"
3054,"duringcreditsstinger, matt helm"
5816,"loss of lover, wife husband relationship, netherlands, lover (female), restaurant, lovers, relationship problems, little boy, author"
2694,"suicide attempt, self sacrifice, shepherd, marriage proposal, sheep, snow storm, bridegroom, camel, petrol, paralysis, veld"
4922,"diary, navy, funeral, tea, travel, hospital"
159849,
2253,"berlin, suicide, bomb, assassination, resistance, wife husband relationship, world war ii, adolf hitler, plan, friendship, deception, treason, colonel, military officer, plot, german officer, piano wire, medal, violence"
51817,serbia
